Don't see your tags in the report? New tags are excluded by default - go to https://portal.aws.amazon.com/gp/aws/developer/account?action=cost-allocation-report to update your cost allocation keys.
InvoiceID,PayerAccountId,LinkedAccountId,RecordType,RecordID,BillingPeriodStartDate,BillingPeriodEndDate,InvoiceDate,PayerAccountName,LinkedAccountName,TaxationAddress,PayerPONumber,ProductCode,ProductName,SellerOfRecord,UsageType,Operation,AvailabilityZone,RateId,ItemDescription,UsageStartDate,UsageEndDate,UsageQuantity,BlendedRate,CurrencyCode,CostBeforeTax,Credits,TaxAmount,TaxType,TotalCost,user:Name,user:project
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-11","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00008561",,"USD","0.000000","0.000000","0.000000","None","0.000000","cornell-staging",
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-12","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00047687",,"USD","0.000000","0.000000","0.000000","None","0.000000","mdg.prod.web","mdga"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-13","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00001910",,"USD","0.000000","0.000000","0.000000","None","0.000000","stattis.staging",
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-14","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","4E-8",,"USD","0.000000","0.000000","0.000000","None","0.000000",,"internal"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-15","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.22025893",,"USD","0.000000","0.000000","0.000000","None","0.000000",,
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-16","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00002014",,"USD","0.000000","0.000000","0.000000","None","0.000000","prio.web",
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-17","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"us-east-1","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","4.6E-7",,"USD","0.000000","0.000000","0.000000","None","0.000000",,"internal"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-18","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00003336",,"USD","0.000000","0.000000","0.000000","None","0.000000","fiesta.production.web02","fiestamovement"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-19","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00003846",,"USD","0.000000","0.000000","0.000000","None","0.000000","fa.labs.weatherz","internal"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671871-0","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","USE1-USW2-AWS-Out-Bytes",,"","913695","$0.02 per GB - US East (Northern Virginia) data transfer to US West (Oregon)","2013/11/01 00:00:00","2013/11/30 23:59:59","0.51108206",,"USD","0.011647","0.000000","0.000000","None","0.011647",,"fiestamovement"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671871-1","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","USE1-USW2-AWS-Out-Bytes",,"","913695","$0.02 per GB - US East (Northern Virginia) data transfer to US West (Oregon)","2013/11/01 00:00:00","2013/11/30 23:59:59","0.80536292",,"USD","0.018353","0.000000","0.000000","None","0.018353",,
"Estimated","937951391671","937951391671","PayerLineItem","6400000000133982508","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","LoadBalancerUsage","LoadBalancing","","1681313","$0.025 per LoadBalancer-hour (or partial hour)","2013/11/01 00:00:00","2013/11/30 23:59:59","597.00000000",,"USD","14.930000","0.000000","0.000000","None","14.930000",,
